artists,duration_ms,explicit,id,name,release_date,search_query
Pusha T,170240.0,True,6cpsixIHI63L0hwh3CwZg3,Infrared,2018-05-25,pusha t infrared
Pusha T,166120.0,True,7iEoaTyBCqLaAwJnOP1BTn,The Games We Play,2018-05-25,pusha t the games we play
"Pusha T, Kanye West",153266.0,True,5vnuJ8EopkP5dHukpOmT3L,What Would Meek Do?,2018-05-25,pusha t what would meek do?
"Quality Control, Quavo, Lil Yachty",213613.0,True,3wdfLVUhmX64lIyWIIEW8s,Ice Tray,2017-12-08,quavo ice tray
Queen Naija,176075.0,False,3qmm9AdG0TnShv0drgXNIQ,Karma,2018-06-29,queen naija karma
Queen Naija,219135.0,False,4lFfMRH0YH4pW5gczTDbNC,Medicine,2018-06-08,queen naija medicine
"Rae Sremmurd, Gucci Mane",291893.0,True,6fujklziTHa8uoM5OQSfIo,Black Beatles,2016-08-12,rae sremmurd black beatles
"Rae Sremmurd, Swae Lee, Slim Jxmmi, Travis Scott",193510.0,True,1oUudyBYVGMIC8JXeIsFzq,CLOSE (feat. Travis Scott) - From SR3MM,2018-05-04,rae sremmurd close
"Rae Sremmurd, Swae Lee, Slim Jxmmi",204787.0,True,1ung2kajpw24AaHjBtPY3j,Perplexing Pegasus - From SR3MM,2018-05-04,rae sremmurd perplexing pegasus
"Rae Sremmurd, Swae Lee, Slim Jxmmi, Juicy J",332300.0,True,1BuZAIO8WZpavWVbbq3Lci,Powerglide (feat. Juicy J) - From SR3MM,2018-05-04,rae sremmurd powerglide
Rae Sremmurd,208120.0,True,6mapJIPnQ23RTAevUoE0DL,Swang,2016-08-12,rae sremmurd swang
Rag'n'Bone Man,200186.0,False,58zsLZPvfflaiIbNWoA22O,Human,2017-02-10,rag'n'bone man human
Rascal Flatts,206826.0,False,4D4xJ4LyDXBWIf9thFSMAJ,Yours If You Want It,2017-05-19,rascal flatts yours if you want it
Red Marlow,213577.0,False,4cF4l5ShMLqMCFeabt8Xa6,I Pray - The Voice Performance,2017-12-20,red marlow i pray
"Reik, Ozuna, Wisin",221653.0,False,6jA8JUuPCGYjFcgw0AoM5T,Me Niego,2018-02-16,reik me niego
"Ricegum, Alissa Violet",155193.0,True,15Uxmx6D6hW0gY5kc7bpqU,Its Every Night Sis,2017-06-09,ricegum its every night sis
"Rich The Kid, Kendrick Lamar",191937.0,True,2EgB4n6XyBsuNUbuarr4eG,New Freezer (feat. Kendrick Lamar),2018-03-30,rich the kid new freezer
Rich The Kid,175229.0,True,1ZAyjvIk9YiD76yYy0TEG6,Plug Walk,2018-03-30,rich the kid plug walk
"Rick Ross, Young Thug, Wale",275720.0,True,1KZ0Xo6Mmeprp1Sw5xCHYz,Trap Trap Trap,2017-03-17,rick ross trap trap trap
Rihanna,224000.0,True,2aksifNn5ph8igDOkPBA02,Love On The Brain,2016-01-28,rihanna love on the brain
Rihanna,206400.0,True,6WAxKNbZoGNzQTIvdMqkFs,Sex With Me,2016-01-28,rihanna sex with me
"Romeo Santos, Daddy Yankee, Nicky Jam",204700.0,False,0ERbK7qVqveCaBWIiYCrl3,Bella y Sensual,2017-07-21,romeo santos bella y sensual
Romeo Santos,239823.0,False,6BdAwMv1YorLfkBWlE493X,Héroe Favorito,2017-07-21,romeo santos heroe favorito
Romeo Santos,234828.0,False,6r46lnXFbE9fr2d3KNaGbe,Imitadora,2017-07-21,romeo santos imitadora
Russ,237506.0,True,4cxMGhkinTocPSVVKWIw0d,Losin Control,2017-05-05,russ losin control
Russell Dickerson,216960.0,False,6RSNKGdv3nDTHqgw4bdzyF,Yours,2017-10-13,russell dickerson yours
SOB X RBE,219306.0,True,2tPcTFiQF9MbVUyjZ3zDhA,Paramedic!,2018-02-09,sob x rbe paramedic!
SZA,231253.0,True,2fXwCWkh6YG5zU1IyvQrbs,Broken Clocks,2017-06-09,sza broken clocks
"SZA, Travis Scott",275080.0,True,0q75NwOoFiARAVp4EXU4Bs,Love Galore (feat. Travis Scott),2017-06-09,sza love galore
SZA,272186.0,True,6gU9OKjOE7ghfEd55oRO57,The Weekend,2017-06-09,sza the weekend
Sage The Gemini,193181.0,False,08WPvDEsHvTFuB9w8tC2OS,Now and Later,2017-07-21,sage the gemini now & later
Sam Hunt,165386.0,False,7mldq42yDuxiUNn08nvzHO,Body Like A Back Road,2017-02-01,sam hunt body like a back road
Sam Hunt,213986.0,False,5eFfsbjSouG8qOpg9ZqDl6,Downtown's Dead,2018-05-16,sam hunt downtown's dead
Sam Smith,221595.0,True,59ljpSFcgtfWJKS3vqG27R,Pray,2017-11-03,sam smith pray
Sam Smith,201000.0,False,3VlbOrM6nYPprVvzBZllE5,Too Good At Goodbyes,2017-11-03,sam smith too good at goodbyes
"ScHoolboy Q, 2 Chainz, Saudi",267426.0,True,4LmAnpjlhWTahvRkYR8xJa,X (with 2 Chainz & Saudi),2018-02-09,"schoolboy q, 2 chainz x"
Scotty McCreery,238954.0,False,66IULVOTImQG2u0cJ3Ls04,Five More Minutes,2017-05-05,scotty mccreery five more minutes
Selena Gomez,207904.0,False,4hQ6UGyWQIGJmHSo0J88JW,Back To You - From 13 Reasons Why – Season 2 Soundtrack,2018-05-10,selena gomez back to you
Selena Gomez,214647.0,False,2fZQIJew3nkNe99s2PKzul,Bad Liar,2017-05-18,selena gomez bad liar
"Selena Gomez, Gucci Mane",186112.0,False,4lnAN2S1fcI0SjxEbksZVr,Fetish (feat. Gucci Mane),2017-07-13,selena gomez fetish
"Shakira, Maluma",195840.0,False,6mICuAdrwEjh6Y6lroV2Kg,Chantaje (feat. Maluma),2017-05-26,shakira chantaje
Shakira,226893.0,False,4qknM1pQz53QOyfDVTjcM9,Me Enamoré,2017-05-26,shakira me enamore
"Shakira, Nicky Jam",195213.0,False,70lnL3QaSOIIyMa2X9aVRL,Perro Fiel (feat. Nicky Jam),2017-05-26,shakira perro fiel
Shawn Mendes,211360.0,False,2QZ7WLBE8h2y1Y5Fb8RYbH,In My Blood,2018-05-25,shawn mendes in my blood
Shawn Mendes,201200.0,False,79esEXlqqmq0GPz0xQSZTV,Lost In Japan,2018-05-25,shawn mendes lost in japan
Shawn Mendes,208733.0,False,0AS63m1wHv9n4VVRizK6Hc,Mercy,2017-04-20,shawn mendes mercy
Shawn Mendes,199440.0,False,7JJmb5XwzOO8jgpou264Ml,There's Nothing Holdin' Me Back,2017-04-20,shawn mendes there's nothing holdin' me back
Shawn Mendes,187973.0,False,3QGsuHI8jO1Rx4JWLUh9jd,Treat You Better,2017-04-20,shawn mendes treat you better
"Shawn Mendes, Khalid",190866.0,False,1h0yImRPIVAjhhHeNVlTuC,Youth (feat. Khalid),2018-05-25,shawn mendes youth
Sia,211666.0,False,3S4px9f4lceWdKf0gWciFu,Cheap Thrills,2016-10-21,sia cheap thrills
Sia,252320.0,False,4S6fv0puLCsfYjyBTPDb9k,Helium,2017-02-10,sia helium
"Sia, Kendrick Lamar",210226.0,False,7xHWNBFm6ObGEQPaUxHuKO,The Greatest,2016-10-21,sia the greatest
"Sofi Tukker, NERVO, The Knocks, ALISA UENO",184880.0,True,6twQJ2KMwNzODCY0HzXP2E,"Best Friend (feat. NERVO, The Knocks & ALISA UENO)",2018-04-13,sofi tukker best friend
"Sofia Carson, Cameron Boyce, Booboo Stewart, Mitchell Hope",193792.0,False,1rM0CnyUiiw6A9CHJRXjZA,Chillin' Like a Villain,2017-07-21,"sofia carson, cameron boyce, booboo stewart chillin' like a villain"
"Starley, Ryan Riback",222040.0,False,2L6orAlH8tBhiFTumIfMyF,Call on Me - Ryan Riback Remix,2016-10-18,starley call on me
"Sugarland, Taylor Swift",215106.0,False,7fRruZ12gXGwBs0zXQ6e5V,Babe,2018-06-08,sugarland babe
"Rae Sremmurd, Swae Lee, Slim Jxmmi",256341.0,True,0TCnOEVeLQMXOUrpPlM7uY,Guatemala - From Swaecation,2018-05-04,swae lee guatemala
Tank,309120.0,True,2HWelwHQS4EdRqIycZOc3O,When We,2017-09-29,tank when we
Tay-K,140000.0,True,3wGXyJGsCf1myH5MooQIqE,The Race,2017-12-14,tay-k the race
Taylor Swift,208186.0,False,2yLa0QULdQr0qAIvVwN6B5,...Ready For It?,2017-11-10,taylor swift ...ready for it?
Taylor Swift,203506.0,False,1GwMQaZz6Au3QLDbjbMdme,Call It What You Want,2017-11-10,taylor swift call it what you want
Taylor Swift,232253.0,False,6NFyWDv5CjfwuzoCkw47Xf,Delicate,2017-11-10,taylor swift delicate
"Taylor Swift, Ed Sheeran, Future",244826.0,False,2x0WlnmfG39ZuDmstl9xfX,End Game,2017-11-10,taylor swift end game
Taylor Swift,209680.0,False,1ZY1PqizIl78geGM4xWlEA,Gorgeous,2017-11-10,taylor swift gorgeous
Taylor Swift,211853.0,False,1JbR9RDP3ogVNEWFgNXAjh,Look What You Made Me Do,2017-11-08,taylor swift look what you made me do
Tee Grizzley,254693.0,True,3muBQDekYAg7jm6hDu6R0Z,First Day Out,2017-04-07,tee grizzley first day out
The Carters,264853.0,False,0B08s1tLWCXoFmGP0vIubM,APES**T,2018-06-15,the carters apes**t
The Carters,244133.0,True,4F8V44j8cbjHnXjfW2HruU,BOSS,2018-06-16,the carters boss
The Carters,344293.0,True,0gu5B9dUOiLezdDjrLPCCV,FRIENDS,2018-06-16,the carters friends
The Carters,233680.0,True,44lusH2vzc4sRAwsooRhPh,NICE,2018-06-16,the carters nice
The Carters,285200.0,False,54vcvhmByc2BC4k9JDcQrj,SUMMER,2018-06-16,the carters summer
"The Chainsmokers, Halsey",244960.0,False,7BKLCZ1jbUBVqRi2FVlTVw,Closer,2016-07-29,the chainsmokers closer
"The Chainsmokers, Daya",208373.0,False,1i1fxkWeaMmKEB4T7zqbzK,Don't Let Me Down,2016-02-05,the chainsmokers don't let me down
The Chainsmokers,223466.0,False,6ufrOaf4v6Qady6GiIpQ0s,Everybody Hates Me,2018-12-14,the chainsmokers everybody hates me
The Chainsmokers,208000.0,False,6KjbNLbRjuoa8rEq5yNA6H,Honest,2017-04-07,the chainsmokers honest
The Chainsmokers,221520.0,False,15vzANxN8G9wWfwAJLLMCg,Paris,2017-01-13,the chainsmokers paris
"The Chainsmokers, Kelsea Ballerini",197946.0,False,4NBTZtAt1F13VvlSKe6KTl,This Feeling,2018-12-14,the chainsmokers sick boy
"The Chainsmokers, Coldplay",247160.0,False,6RUKPb4LETWmmr3iAEQktW,Something Just Like This,2017-04-07,the chainsmokers something just like this
The Chainsmokers,177573.0,True,0wfbD5rAksdXUzRvMfM3x5,The One,2017-04-07,the chainsmokers the one
The Revivalists,274093.0,False,2EWpa5XnAuSn0sIkSSIhYk,Wish I Knew You,2015-07-15,the revivalists wish i knew you
The Weeknd,228373.0,False,4MPTj8lMMvxLwT3EwuXFop,Call Out My Name,2018-03-30,the weeknd call out my name
"The Weeknd, Gesaffelstein",230026.0,True,13wNEvWmBsWaWVtiLPRIW5,Hurt You,2018-03-30,the weeknd hurt you
"The Weeknd, Daft Punk",269186.0,False,3dhjNA0jGA8vHBQ1VdD6vV,I Feel It Coming,2016-11-25,the weeknd i feel it coming
"The Weeknd, Gesaffelstein",241066.0,False,5rgnyXr2PXFWsAnPFew077,I Was Never There,2018-03-30,the weeknd i was never there
The Weeknd,249213.0,True,4F7A0DXBrmUAkp32uenhZt,Party Monster,2016-11-25,the weeknd party monster
"The Weeknd, Kendrick Lamar",211440.0,True,77UjLW8j5UAGAGVGhR5oUK,Pray For Me (with Kendrick Lamar),2018-02-09,the weeknd pray for me
The Weeknd,170573.0,True,26Fqtv4Aa7kyd1WWGHai6A,Privilege,2018-03-30,the weeknd privilege
The Weeknd,218880.0,True,37F0uwRSrdzkBiuj0D5UHI,Reminder,2016-11-25,the weeknd reminder
"The Weeknd, Daft Punk",230453.0,True,7MXVkk9YMctZqd1Srtv4MB,Starboy,2016-11-25,the weeknd starboy
The Weeknd,221106.0,False,4rv1ww0dUwFZcDVPqhcOcX,Try Me,2018-03-30,the weeknd try me
The Weeknd,220293.0,True,72TyiiduRmczEbDIEtKQdR,Wasted Times,2018-03-30,the weeknd wasted times
"Thomas Rhett, Maren Morris",223626.0,False,17hd4ptJCbsEeLj0auPcwy,Craving You,2017-09-07,thomas rhett craving you
Thomas Rhett,205453.0,False,0OWZFobGSIW9GrSlQ9C5pc,Marry Me,2017-09-08,thomas rhett life changes
Thomas Rhett,205453.0,False,0OWZFobGSIW9GrSlQ9C5pc,Marry Me,2017-09-08,thomas rhett marry me
Thomas Rhett,181200.0,False,63OQWdXMq0Pe6pRpWY5gO0,Star Of The Show,2016-10-28,thomas rhett star of the show
Thomas Rhett,157080.0,False,30MM5jWpUmOxtTNd9Ey5LZ,Unforgettable,2017-09-08,thomas rhett unforgettable
"Tim McGraw, Faith Hill",232160.0,False,421ebjYqaIXEG2KloTbXlH,Speak to a Girl,2017-11-17,tim mcgraw speak to a girl
"Tim McGraw, Faith Hill",225360.0,False,19P6cJstaoQJHtHW3HOGcg,The Rest of Our Life,2017-11-17,tim mcgraw the rest of our life
Train,243253.0,False,77hjM9bMmgfTGJXv14UFmi,Play That Song,2017-01-27,train play that song
Travis Scott,190557.0,False,2cYqizR4lgvp4Qu6IQ3qGN,BUTTERFLY EFFECT,2018-08-03,travis scott butterfly effect
Travis Scott,243836.0,True,6gBFPUFcJLzWGx4lenP6h2,goosebumps,2016-09-16,travis scott goosebumps
"Travis Scott, Lil Uzi Vert, Kanye West",217405.0,True,3DoBTwfr8yi2LN08SBpFkN,Watch (feat. Lil Uzi Vert & Kanye West),2018-05-04,travis scott watch
Trey Songz,229013.0,False,1HOUzEsetdIPSpAgRPhZQt,Nobody Else But You,2017-03-24,trey songz nobody else but you
"Trippie Redd, Travis Scott",256162.0,True,3YeJXuRSNS5FYwOsDu44kD,Dark Knight Dummo (Feat. Travis Scott),2017-12-05,trippie redd dark knight dummo
Troye Sivan,204726.0,False,4NiehSBQthimPzRsVeOgCT,My My My!,2018-08-31,troye sivan my my my!
"Tyga, Offset",232959.0,True,5IaHrVsrferBYDm0bDyABy,Taste (feat. Offset),2018-05-16,tyga taste
"Tyler, The Creator",151026.0,True,74ZovzRxHBvCq5yIwe8boh,OKRA,2018-03-30,"tyler, the creator okra"
"Tyler, The Creator, A$AP Rocky",205093.0,True,21yRtB6B8EMounImAfHRCP,Who Dat Boy,2017-07-21,"tyler, the creator who dat boy"
WALK THE MOON,261371.0,False,3yWsWi2PAo9s6elIhnywIS,One Foot,2017-09-22,walk the moon one foot
Walker Hayes,197840.0,False,6UsoV6X96Rox9mfxoz7SFy,You Broke Up with Me,2017-01-27,walker hayes you broke up with me
Weezer,238626.0,False,3ZPKocroJIcnHGcnJVlLKD,Africa,2019-01-24,weezer africa
Wham!,262960.0,False,2FRnf9qhLbvw8fu4IBXx78,Last Christmas,1984,wham! last christmas
"Wisin, Ozuna",232786.0,False,1KSqYYJFyfTecXFk9M0prc,Escápate Conmigo (feat. Ozuna),2017-12-01,wisin escapate conmigo
"Wiz Khalifa, Ty Dolla $ign",200773.0,True,6u8hSdYZxbK5EczDPRIXXf,Something New (feat. Ty Dolla $ign),2018-07-13,wiz khalifa something new
XXXTENTACION,129720.0,True,2yZax79pOrYuyIFVW2cZY2,Carry On,2017-08-25,xxxtentacion carry on
XXXTENTACION,121886.0,False,7AFASza1mXqntmGtbxXprO,changes,2018-03-16,xxxtentacion changes
XXXTENTACION,144733.0,True,2H3wWrnO758y0fPH7Ilerg,Depression & Obsession,2017-08-25,xxxtentacion depression & obsession
XXXTENTACION,95466.0,True,3GVkPk8mqxz0itaAriG1L7,Everybody Dies In Their Nightmares,2017-08-25,xxxtentacion everybody dies in their nightmares
XXXTENTACION,115194.0,True,7CkbRn6S0itJqcqn88AtSV,going down!,2018-03-16,xxxtentacion going down!
XXXTENTACION,110886.0,True,2ZRo7axmMPeSVUvDbGkJah,Hope,2018-03-16,xxxtentacion hope
"XXXTENTACION, Joey Bada$$",176590.0,True,7J2gyNghNTzl4EsLhXp01Q,infinity (888) - feat. Joey Bada$$,2018-03-16,xxxtentacion infinity (888)
XXXTENTACION,119133.0,True,7m9OqQk4RVRkw9JJdeAw96,Jocelyn Flores,2017-08-25,xxxtentacion jocelyn flores
XXXTENTACION,126345.0,True,7floNISpH8VF4z4459Qo18,Look At Me!,2017-02-20,xxxtentacion look at me!
XXXTENTACION,135090.0,True,0JP9xo3adEtGSdUEISiszL,Moonlight,2018-03-16,xxxtentacion moonlight
XXXTENTACION,186267.0,False,01TnVDiet1DFTsyWKUKovl,NUMB,2018-03-16,xxxtentacion numb
XXXTENTACION,120026.0,True,5TXDeTFVRVY7Cvt0Dw4vWW,Revenge,2017-08-25,xxxtentacion revenge
XXXTENTACION,166605.0,True,3ee8Jmje8o58CHK66QrVC2,SAD!,2018-03-16,xxxtentacion sad!
XXXTENTACION,163201.0,True,2UwbhMie1EAYuTZ0QXeMwl,Save Me,2017-08-25,xxxtentacion save me
YBN Nahmir,159915.0,True,6V4KHt9xu4TPEnDFoBeacT,Rubbin Off The Paint,2018-09-07,ybn nahmir rubbin off the paint
"YFN Lucci, PnB Rock",197170.0,True,4PzovBqgnSHKd8opsP7IVM,Everyday We Lit (feat. PnB Rock),2017-03-03,yfn lucci everyday we lit
"YG, 2 Chainz, Big Sean, Nicki Minaj",237240.0,True,0ZNrc4kNeQYD9koZ3KvCsy,"BIG BANK (feat. 2 Chainz, Big Sean, Nicki Minaj)",2018-08-03,yg big bank
Yo Gotti,149241.0,True,1psC5iHzQxaTMZ5dWGfM6I,Juice,2017-10-27,yo gotti juice
"Yo Gotti, Nicki Minaj",276333.0,True,4knL4iPxPOZjQzTUlELGSY,Rake It Up,2017-10-27,yo gotti rake it up
"Young Thug, Nicki Minaj",254946.0,True,5I30ByMf5nhgbSokY1EZiN,Anybody (feat. Nicki Minaj),2018-04-13,young thug anybody
"Young Thug, Future",215306.0,True,25oOaleife6E2MIKmFkPvg,Relationship (feat. Future),2017-06-16,young thug relationship
YoungBoy Never Broke Again,162488.0,True,1k7KigfkZh2Xb6khqV1a0K,Diamond Teeth Samurai,2018-06-29,youngboy never broke again diamond teeth samurai
YoungBoy Never Broke Again,160000.0,True,57IRaiAB4hBZu3gnNVZC0v,No Smoke,2017-08-04,youngboy never broke again no smoke
YoungBoy Never Broke Again,129105.0,True,3sA7HKGzcKTVscdiTCrWpX,Outside Today,2018-06-29,youngboy never broke again outside today
YoungBoy Never Broke Again,176990.0,True,3A1BaBGT3HgzuDrV9pgX9v,Overdose,2018-06-29,youngboy never broke again overdose
YoungBoy Never Broke Again,236070.0,True,45RbAX2KxbPdNwUgeYA69j,Preach,2018-06-29,youngboy never broke again preach
YoungBoy Never Broke Again,180705.0,True,4MofYf0f4ijlVV6elUW5S3,Untouchable,2017-05-31,youngboy never broke again untouchable
Zac Brown Band,227222.0,False,6OzujJBXwYPxJ7KeqflLtr,My Old Man,2017-05-12,zac brown band my old man
"Zac Efron, Zendaya",217440.0,False,65fpYBrI8o2cfrwf2US4gq,Rewrite The Stars,2017-12-08,zac efron rewrite the stars
"Zay Hilfigerrr, Zayion McCall",144244.0,False,1lItf5ZXJc1by9SbPeljFd,Juju On That Beat (TZ Anthem),2016-09-30,zay hilfigerrr juju on that beat (tz anthem)
"ZAYN, Sia",239000.0,False,1j4kHkkpqZRBwE0A4CN4Yv,Dusk Till Dawn - Radio Edit,2017-09-07,zayn dusk till dawn
ZAYN,185373.0,False,0aVsVsOYDSEEigiwTrIab9,Let Me,2018-12-13,zayn let me
"ZAYN, PARTYNEXTDOOR",188490.0,False,000xQL6tZNLJzIrtIgxqSl,Still Got Time,2017-03-23,zayn still got time
"ZAYN, Taylor Swift",247160.0,False,55n9yjI6qqXh5F2mYvUc2y,I Don’t Wanna Live Forever (Fifty Shades Darker),2017-11-09,zayn / taylor swift i don't wanna live forever (fifty shades darker)
"Zedd, Liam Payne",204583.0,False,2syQ0f4SAQdzvlAewPl1DJ,Get Low (with Liam Payne),2017-07-06,zedd get low
"Zedd, Alessia Cara",210090.0,False,6uBhi9gBXWjanegOb2Phh0,Stay (with Alessia Cara),2017-02-23,zedd stay
"Zedd, Maren Morris, Grey",184732.0,False,09IStsImFySgyp0pIQdqAc,The Middle,2018-01-23,"zedd, maren morris the middle"
Twenty One Pilots,195920.0,False,6i0V12jOa3mr6uu4WYhUBr,Heathens,2016-06-16,twenty one pilots heathens
"2 Chainz, Gucci Mane, Quavo",222706.0,True,39pS70eeDvyCAF3t8NAlVV,Good Drank,,2 chainz x gucci mane x quavo good drank
"21 Savage, Metro Boomin",148640.0,True,2D2w9943rsnJOGCrI4aMQp,My Choppa Hate Niggas,,21 savage my choppa hate n****s
Marillo,191555.0,False,6ItVmJiq8rDwBKq026zSa3,Como Becky G Sin Pijama,,becky g + natti natasha sin pijama
"Jacquees, DeJ Loaf",173053.0,False,0NqZ65jPelNB13gzsvH2Ma,At The Club,,jacquees x dej loaf at the club
"Kygo, Selena Gomez",216586.0,False,677RjvAT2lpYjo1Whczjzx,It Ain't Me,,kygo x selena gomez it ain't me
Prince Royce,211453.0,False,0u4N6w5lBw5xMrzJitRWUo,Corazon Sin Cara,,maluma x nego do borel corazon
"Martin Garrix, Troye Sivan",221904.0,False,6jA8HL9i4QGzsj6fjoxp8Y,There for You,,martin garrix x troye sivan there for you
"Nas, Kanye West",167907.0,True,1vi9adPJiD4d22ybGp25hy,Cops Shot The Kid,,nas cop shot the kid
"Ozuna, Cardi B",255506.0,False,2SbzdGpOKlH3HIAGTWTbwU,La Modelo,,ozuna x cardi b la modelo
"Quality Control, Migos, Eurielle",295997.0,True,3hWUIMNBwLNug1O8o2PPRW,Too Hotty,,"quavo, takeoff too hotty"
"Selena Gomez, Marshmello",197993.0,False,0tBbt8CrmxbjRP0pueQkyU,Wolves,,selena gomez x marshmello wolves
"XXXTENTACION, Trippie Redd",146520.0,True,7AQim7LbvFVZJE3O8TYgf2,Fuck Love (feat. Trippie Redd),,xxxtentacion f**k love
XXXTENTACION,160184.0,True,4UKCKdYiLN6IMA5ZESUTL7,the remedy for a broken heart (why am I so in love),,xxxtentacion the remedy for a broke heart (why am i so in love)
